,name,notes,physicalAddress,postalAddress,dn,aliases,region,ntgGeographicDefinition,enrolment,enrolmentDataSource,description,religion,hasImage,preSchool,faftSchool,primarySchool,middleSchool,seniorSchool,telephoneNumber,businessCategories,ntgGazettedRegion,directorate,schoolElectorate,facsimileTelephoneNumber,councilMail,remoteDefinition,long,lat,uri,mail,preSchoolInfo,schoolManagement
88,Holy Spirit Catholic School,,"{'description': 'Gsell Street', 'state': 'NT', 'postCode': 'Casuarina', 'displayAddress': 'Gsell Street, Casuarina, NT'}","{'description': 'PO Box 40030', 'state': 'NT', 'postCode': 'Casuarina, 0810', 'displayAddress': 'PO Box 40030, Casuarina, 0810, NT'}","ou=Holy Spirit Catholic School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Provincial,226,2018 Census,not available,Catholic,False,False,False,True,False,False,(08) 8927 3411,['Primary School'],,Darwin,Wanguri,(08) 8927 9971,,,130.88507,-12.37301,http://www.holyspiritnt.catholic.edu.au/,paula.sellars@nt.catholic.edu.au,,"[{'firstName': 'Paula', 'lastName': 'Sellars', 'position': 'Principal', 'email': 'paula.sellars@nt.catholic.edu.au', 'phone': '08 89273411'}]"
89,Howard Springs Pre School,,"{'description': '295 Whitewood Rd', 'state': 'NT', 'postCode': 'Howard Springs', 'displayAddress': '295 Whitewood Rd, Howard Springs, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Howard Springs Pre School,ou=Howard Springs Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8983 0000,['Preschool'],,,Nelson,(08) 8983 1834,,,,,,,,[]
90,Howard Springs Primary School,,"{'description': '295 Whitewood Rd', 'state': 'NT', 'postCode': 'Howard Springs, 0835', 'displayAddress': '295 Whitewood Rd, Howard Springs, 0835, NT'}","{'description': 'PO Box  171', 'state': 'NT', 'postCode': 'HOWARD SPRINGS, 0835', 'displayAddress': 'PO Box  171, HOWARD SPRINGS, 0835, NT'}","ou=Howard Springs Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Outer Regional,307,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 898 30000,['Primary School'],,North,Nelson,(08) 8983 1834,tba,Urban,131.04519,-12.4955,http://www.howardspringsprimary.nt.edu.au/,howard.springs@education.nt.gov.au,,"[{'firstName': 'Narelle', 'lastName': 'Dahl', 'position': 'Principal', 'email': 'narelle.dahl@education.nt.gov.au', 'phone': '(08) 8983 0001'}]"
91,Humpty Doo Pre School,,"{'description': '50 Freds Pass Rd', 'state': 'NT', 'postCode': 'Humpty Doo', 'displayAddress': '50 Freds Pass Rd, Humpty Doo, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Humpty Doo Pre School,ou=Humpty Doo Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 792 30400,['Preschool'],,,Goyder,(08) 8988 1845,,,,,,,,[]
92,Humpty Doo Primary School,,"{'description': '50 Freds Pass Rd', 'state': 'NT', 'postCode': 'Humpty Doo, 0836', 'displayAddress': '50 Freds Pass Rd, Humpty Doo, 0836, NT'}","{'description': 'PO Box 46', 'state': 'NT', 'postCode': 'HUMPTY DOO, 0836', 'displayAddress': 'PO Box 46, HUMPTY DOO, 0836, NT'}","ou=Humpty Doo Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Outer Regional,397,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 792 30400,['Primary School'],,North,Goyder,,tba,Urban,131.1027,-12.576142,http://humptydooprimary.com,admin.humptydoo@education.nt.gov.au,,"[{'firstName': 'Carrie', 'lastName': 'White', 'position': 'Principal', 'email': 'carrie.white@education.nt.gov.au', 'phone': '(08) 792 30400'}]"
93,Ida Standley Pre School,under Sadadeen Primary,"{'description': '15 Parke Cres', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': '15 Parke Cres, Alice Springs, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Ida Standley Pre School,ou=Sadadeen Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,,,2021 Census - 1st week August,under Sadadeen Primary,,False,False,False,False,False,False,(08) 8952 1040,['Preschool'],,,Braitling,(08) 8952 1040,,,,,,,,[]
94,Imanpa School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Imanpa', 'displayAddress': 'N/A, Imanpa, NT'}","{'description': 'PMB 76', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 76, via Alice Springs, 0872, NT'}","ou=Imanpa School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Mt Ebenezer'],Central,Very Remote,22,2021 Census - 1st week August,not available,Government,True,False,False,True,True,False,(08) 8956 7483,['Small School'],,Central Australia,Gwoja,(08) 8956 7483,tba,Remote Category 2,132.5731,-25.1291,n/a,steve.nankivell@education.nt.gov.au,,"[{'firstName': 'Rowan', 'lastName': 'Churches', 'position': 'Administration Manager', 'email': 'rowan.churches@education.nt.gov.au', 'phone': '(08) 895 11656'}, {'firstName': 'Steve', 'lastName': 'Nankivell', 'position': 'Principal', 'email': 'steve.nankivell@education.nt.gov.au', 'phone': '(08) 8956 7483'}]"
95,Jabiru Area School,Part of West Arnhem College,"{'description': '40 Waterhouse Rd', 'state': 'NT', 'postCode': 'Jabiru', 'displayAddress': '40 Waterhouse Rd, Jabiru, NT'}","{'description': 'PO Box  246', 'state': 'NT', 'postCode': 'Jabiru, 0886', 'displayAddress': 'PO Box  246, Jabiru, 0886, NT'}","ou=Jabiru Area School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Remote,165,2021 Census - 1st week August,Part of West Arnhem College,Government,True,True,True,True,True,True,(08) 8938 3333,['Remote School'],,North,Arafura,(08) 89 38 3344,tba,Remote Special Category,132.83534,-12.67577,n/a,jabiru.areaschool@education.nt.gov.au,,"[{'firstName': 'Kamonrat', 'lastName': 'Giesecke', 'position': 'Business Manager', 'email': 'Kamonrat.giesecke1@education.nt.gov.au', 'phone': '(08) 894 49463'}, {'firstName': 'Amy', 'lastName': 'Tambling', 'position': 'Principal', 'email': 'amy.tambling@education.nt.gov.au', 'phone': '(08) 8938 3333'}]"
96,Jabiru Pre School,,"{'description': '40 Waterhouse Rd', 'state': 'NT', 'postCode': 'Jabiru', 'displayAddress': '40 Waterhouse Rd, Jabiru, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Jabiru Pre School,ou=Jabiru Area School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8938 3333,['Preschool'],,,Arafura,(08) 8979 2792,,,,,,,,[]
97,Jilkminggan School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Jilkminggan (Duck Creek)', 'displayAddress': 'N/A, Jilkminggan (Duck Creek), NT'}","{'description': 'PO Box 4054', 'state': 'NT', 'postCode': 'Mataranka, 0852', 'displayAddress': 'PO Box 4054, Mataranka, 0852, NT'}","ou=Jilkminggan School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au","['Djembere', 'Djilkminggan', 'Duck Creek', 'Jilkminggal']",Big Rivers,Very Remote,69,2021 Census - 1st week August,not available,Government,True,True,True,True,True,True,(08) 8975 4896,['Small School'],,North,Arnhem,(08) 8975 4897,n/a,Remote Category 2,133.30123,-14.95402,n/a,admin.jilkmsch@education.nt.gov.au,,"[{'firstName': 'Karita', 'lastName': 'Thomas', 'position': 'Administration Manager', 'email': 'karita.thomas1@education.nt.gov.au', 'phone': '(08) 897 25398'}, {'firstName': 'Lyndie', 'lastName': 'Watson', 'position': 'Principal', 'email': 'lyndie.watson@education.nt.gov.au', 'phone': '(08) 8975 4896'}]"
98,Jingili Preschool,,"{'description': '10 Jingili Tce', 'state': 'NT', 'postCode': 'Jingili', 'displayAddress': '10 Jingili Tce, Jingili, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Jingili Preschool,ou=Jingili Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8985 3495,['Preschool'],,,Johnston,(08) 8948 4129,,,,,,,,[]
99,Jingili Primary School,,"{'description': '17 Rindberg St', 'state': 'NT', 'postCode': 'Jingili, 0810', 'displayAddress': '17 Rindberg St, Jingili, 0810, NT'}","{'description': 'PO Box 40600', 'state': 'NT', 'postCode': 'CASUARINA, 0810', 'displayAddress': 'PO Box 40600, CASUARINA, 0810, NT'}","ou=Jingili Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,300,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 898 37555,['Primary School'],,North,Johnston,,tba,Urban,130.87423,-12.38719,http://www.jingiliprimary.nt.edu.au/,jingili.school@education.nt.gov.au,,"[{'firstName': 'Jemma', 'lastName': 'Rust', 'position': 'Principal', 'email': 'jemma.rust@education.nt.gov.au', 'phone': '(08) 898 37555'}, {'firstName': 'Andrea', 'lastName': 'Thomas', 'position': 'Business Manager', 'email': 'andrea.thomas@education.nt.gov.au', 'phone': '(08) 898 37555'}]"
100,Kalkaringi Pre School,,"{'description': 'Whitlam St', 'state': 'NT', 'postCode': 'Kalkaringi (Wave hill)', 'displayAddress': 'Whitlam St, Kalkaringi (Wave hill), NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Kalkaringi Pre School,ou=Kalkaringi School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,,,2021 Census - 1st week August,,,False,False,False,False,False,False,(08) 8965 1888,['Preschool'],,,Gwoja,,,,,,,,,[]
101,Kalkaringi School,,"{'description': 'Whitlam st', 'state': 'NT', 'postCode': 'Kalkaringi (Wave hill)', 'displayAddress': 'Whitlam st, Kalkaringi (Wave hill), NT'}","{'description': 'PMB 41', 'state': 'NT', 'postCode': 'KATHERINE, 0852', 'displayAddress': 'PMB 41, KATHERINE, 0852, NT'}","ou=Kalkaringi School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Very Remote,195,2021 Census - 1st week August,N/A,Government,True,True,True,True,True,True,(08) 896 51888,['Remote School'],,North,Gwoja,,kira.dandy1@education.nt.gov.au,Remote Category 3,130.83233,-17.44597,,anne.saunders@education.nt.gov.au,,"[{'firstName': 'Anne', 'lastName': 'Saunders', 'position': 'Principal', 'email': 'anne.saunders@education.nt.gov.au', 'phone': '(08) 8965 1888'}]"
102,Karama Pre School,,"{'description': '37 Livistona Rd', 'state': 'NT', 'postCode': 'Karama', 'displayAddress': '37 Livistona Rd, Karama, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Karama Pre School,ou=Karama Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 898 37711,['Preschool'],,,Karama,,,,,,,,,[]
103,Karama Primary School,,"{'description': '37 Livistona Rd', 'state': 'NT', 'postCode': 'Karama, 0812', 'displayAddress': '37 Livistona Rd, Karama, 0812, NT'}","{'description': 'PO Box 103', 'state': 'NT', 'postCode': 'Karama, 0813', 'displayAddress': 'PO Box 103, Karama, 0813, NT'}","ou=Karama Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,185,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 898 37700,['Primary School'],,North,Karama,,tba,Urban,130.91438,-12.39838,https://www.karamaschool.nt.edu.au/,karama.school@education.nt.gov.au,,"[{'firstName': 'Maria', 'lastName': 'Albion', 'position': 'Principal', 'email': 'maria.albion@education.nt.gov.au', 'phone': '(08) 898 37700'}]"
104,Katherine Flexible Learning Centre,,"{'description': '5 Kintore St', 'state': 'NT', 'postCode': 'Katherine, 0850', 'displayAddress': '5 Kintore St, Katherine, 0850, NT'}","{'description': 'PO Box 189', 'state': 'NT', 'postCode': 'Katherine, 0851', 'displayAddress': 'PO Box 189, Katherine, 0851, NT'}","ou=Katherine Flexible Learning Centre,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,tba,,2021 Census - 1st week August,n/a,Government,False,False,False,False,False,False,(08) 897 38200,['Special Purpose School'],,tba,Katherine,n/a,n/a,Urban,tba,tba,n/a,tba,,[]
105,Katherine High School,,"{'description': 'Grevillea Rd', 'state': 'NT', 'postCode': 'Katherine East, 0850', 'displayAddress': 'Grevillea Rd, Katherine East, 0850, NT'}","{'description': 'PO Box 189', 'state': 'NT', 'postCode': 'KATHERINE, 0851', 'displayAddress': 'PO Box 189, KATHERINE, 0851, NT'}","ou=Katherine High School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Remote,528,2021 Census - 1st week August,not available,Government,True,False,False,False,True,True,(08) 897 38200,['High School'],,North,Katherine,,councilkhs@gmail.com,Urban,132.28306,-14.46347,https://www.katherinehighschool.com.au/,admin.kathehs@education.nt.gov.au,,"[{'firstName': 'Nick', 'lastName': 'Lovering', 'position': 'Principal', 'email': 'nick.lovering@education.nt.gov.au', 'phone': '(08) 897 38201'}]"
106,Katherine School Of The Air,,"{'description': '101 Giles St', 'state': 'NT', 'postCode': 'Katherine, 0850', 'displayAddress': '101 Giles St, Katherine, 0850, NT'}","{'description': 'PO Box 531', 'state': 'NT', 'postCode': 'KATHERINE, 0851', 'displayAddress': 'PO Box 531, KATHERINE, 0851, NT'}","ou=Katherine School Of The Air,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Remote,203,2021 Census - 1st week August,not available,Government,True,True,False,True,True,False,(08) 896 51555,['Distance School'],,North,Katherine,,tba,Urban,132.26948,-14.4502,https://www.ksa.nt.edu.au/,kath.soa@education.nt.gov.au,,"[{'firstName': 'Donna', 'lastName': 'Bryant', 'position': 'Principal', 'email': 'donna.bryant1@education.nt.gov.au', 'phone': '(08) 896 51550'}]"
107,Katherine South Pre School,,"{'description': 'Riverbank Drive', 'state': 'NT', 'postCode': 'Katherine', 'displayAddress': 'Riverbank Drive, Katherine, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Katherine South Pre School,ou=Katherine South Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8972 1277,['Preschool'],,,Katherine,(08) 8972 1857,,,,,,,,[]
108,Katherine South Primary School,,"{'description': 'Riverbank Dr', 'state': 'NT', 'postCode': 'Katherine, 0850', 'displayAddress': 'Riverbank Dr, Katherine, 0850, NT'}","{'description': 'PO Box 721', 'state': 'NT', 'postCode': 'KATHERINE, 0851', 'displayAddress': 'PO Box 721, KATHERINE, 0851, NT'}","ou=Katherine South Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Remote,313,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 8972 1277,['Primary School'],,North,Katherine,,tba,Urban,132.255,-14.4802,https://www.katherinesouthprimary.nt.edu.au/,admin.kathesch@education.nt.gov.au,,"[{'firstName': 'Catherine', 'lastName': 'Shield', 'position': 'Principal', 'email': 'catherine.johnson@education.nt.gov.au', 'phone': '(08) 8972 1277'}]"
109,Kiana School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Kiana', 'displayAddress': 'N/A, Kiana, NT'}","{'description': 'PMB 33', 'state': 'NT', 'postCode': 'via Tennanat Creek, 0861', 'displayAddress': 'PMB 33, via Tennanat Creek, 0861, NT'}","ou=Kiana School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Very Remote,,2021 Census - 1st week August,not available,Government,True,True,False,True,True,False,(08) 8975 9820,['Small School'],,North,Barkly,(08) 8975 9816,n/a,Remote Category 3,136.18325,-17.24244,,tba,,"[{'firstName': 'tba', 'lastName': 'tba', 'position': 'Principal', 'email': 'tba', 'phone': '(08) 8975 9820'}, {'firstName': 'Suzi', 'lastName': 'White', 'position': 'Administration Manager', 'email': 'suzi.white@education.nt.gov.au', 'phone': '(08) 897 25358'}]"
110,Kintore Street Pre School,,"{'description': '11 Kintore St', 'state': 'NT', 'postCode': 'Katherine', 'displayAddress': '11 Kintore St, Katherine, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Kintore Street Pre School,ou=Kintore Street School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8973 3888,['Preschool'],,,Katherine,(08) 8971 0462,,,,,,,,[]
111,Kintore Street School,,"{'description': '11 Kintore St', 'state': 'NT', 'postCode': 'Katherine, 0872', 'displayAddress': '11 Kintore St, Katherine, 0872, NT'}","{'description': 'PO Box 1931', 'state': 'NT', 'postCode': 'KATHERINE, 0851', 'displayAddress': 'PO Box 1931, KATHERINE, 0851, NT'}","ou=Kintore Street School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Remote,62,2021 Census - 1st week August,not available,Government,True,False,False,True,True,True,(08) 8973 3888,['Specialist School'],,North,Katherine,(08) 8971 0462,tba,Urban,132.25918,-14.46361,n/a,kintore.admin@education.nt.gov.au,,"[{'firstName': 'Sally', 'lastName': 'Lovering', 'position': 'Principal', 'email': 'sally.lovering@education.nt.gov.au', 'phone': '(08) 8973 3888'}]"
112,Lajamanu Pre School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Lajamanu (Hooker Ck)', 'displayAddress': 'N/A, Lajamanu (Hooker Ck), NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Lajamanu Pre School,ou=Lajamanu School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,,,2021 Census - 1st week August,,,False,False,False,False,False,False,(08) 89750 946,['Preschool'],,,Gwoja,(08) 89750948,,,,,,,,[]
113,Lajamanu School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Lajamanu ( Hooker Ck)', 'displayAddress': 'N/A, Lajamanu ( Hooker Ck), NT'}","{'description': 'PMB 63', 'state': 'NT', 'postCode': 'via Katherine, 0851', 'displayAddress': 'PMB 63, via Katherine, 0851, NT'}","ou=Lajamanu School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Very Remote,173,2021 Census - 1st week August,N/A,Government,True,True,True,True,True,True,(08) 8975 0946,['Remote School'],,North,Gwoja,(08) 8975 0948,tba,Remote Category 3,130.633981,-18.3353,n/a,admin.lajamcec@education.nt.gov.au,,"[{'firstName': 'Theo', 'lastName': 'De Beer', 'position': 'Principal', 'email': 'theo.debeer@education.nt.gov.au', 'phone': '(08) 8975 0946'}, {'firstName': 'Suzanne', 'lastName': 'Keen', 'position': 'Administration Manager', 'email': 'suzanne.keen@education.nt.gov.au', 'phone': '(08) 897 25361'}]"
114,Laramba School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Laramba (Napperby)', 'displayAddress': 'N/A, Laramba (Napperby), NT'}","{'description': 'PMB 213', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 213, via Alice Springs, 0872, NT'}","ou=Laramba School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au","['Napperby', 'Napperrby']",Central,Very Remote,69,2021 Census - 1st week August,not available,Government,True,True,False,True,True,True,(08) 8956 8771,['Small School'],,Central Australia,Gwoja,(08) 8956 8779,tba,Remote Category 2,132.75683,-22.533,n/a,laramba.school@education.nt.gov.au,,"[{'firstName': 'Lufen', 'lastName': 'Cowham', 'position': 'Administration Manager', 'email': 'Lufen.Cowham@education.nt.gov.au', 'phone': '(08) 895 11659'}, {'firstName': 'Michael', 'lastName': 'Ryan', 'position': 'Principal', 'email': 'michael.ryan1@education.nt.gov.au', 'phone': '(08) 8956 8771'}]"
